id,disaster_type,affected_people,location_risk_score,medical_needed,water_needed,food_needed,vulnerable_population,time_elapsed_hours,priority
REQ-10433,cyclone,7,6.98,0,0,1,0,65.2,high
REQ-10434,tsunami,45,6.75,0,1,1,0,22.3,critical
REQ-10435,wildfire,38,4.92,0,1,1,0,31.3,critical
REQ-10436,wildfire,1,7.82,0,1,1,1,41.3,critical
REQ-10437,tsunami,5,6.47,0,1,0,1,48.7,critical
REQ-10438,tsunami,4,3.92,1,0,1,1,3.7,critical
REQ-10439,tsunami,3,3.08,0,0,1,0,13.4,medium
REQ-10440,landslide,10,4.03,0,0,1,0,7.6,medium
REQ-10441,earthquake,14,3.8,1,1,1,1,12.1,critical
REQ-10442,landslide,47,4.09,0,0,1,1,63.1,critical
REQ-10443,flood,42,8.75,0,0,0,0,38.8,critical
REQ-10444,flood,9,7.91,0,1,1,0,16.2,high
REQ-10445,landslide,3,7.44,0,0,1,1,8.5,high
REQ-10446,earthquake,1,8.9,1,0,0,0,52.1,critical
REQ-10447,flood,4,9.84,1,1,1,0,11.9,critical
REQ-10448,cyclone,25,4.55,0,1,1,0,62.1,critical
REQ-10449,landslide,1,5.9,0,1,0,1,19.2,high
REQ-10450,wildfire,2,4.36,0,0,1,0,49.1,medium
REQ-10451,landslide,21,5.83,0,0,1,0,68.3,high
REQ-10452,flood,42,7.57,0,0,1,0,38.9,critical
REQ-10453,tsunami,39,2.34,0,0,1,0,50.7,high
REQ-10454,flood,10,5.26,0,1,1,0,69.5,high
REQ-10455,cyclone,4,9.49,0,1,1,0,60.8,high
REQ-10456,earthquake,14,5.75,1,0,1,0,10.0,critical
REQ-10457,tsunami,14,9.81,0,1,0,0,10.9,high
REQ-10458,wildfire,60,1.14,0,0,1,0,53.0,high
REQ-10459,wildfire,3,7.11,0,1,0,0,29.7,medium
REQ-10460,flood,6,8.42,1,1,0,0,2.6,critical
REQ-10461,flood,260,6.61,1,1,1,0,18.0,critical
REQ-10462,cyclone,3,3.56,0,1,1,1,2.1,high
REQ-10463,flood,295,7.73,1,0,1,1,23.1,critical
REQ-10464,landslide,27,7.96,0,1,0,0,27.8,high
REQ-10465,landslide,6,4.48,0,1,0,0,14.1,medium
REQ-10466,cyclone,2,4.93,0,1,1,1,21.6,critical
REQ-10467,landslide,10,6.61,0,0,1,1,43.7,high
REQ-10468,tsunami,6,3.32,1,1,0,0,44.5,critical
REQ-10469,tsunami,2,4.84,0,1,0,0,29.6,high
REQ-10470,earthquake,15,2.73,0,1,0,0,22.4,high
REQ-10471,cyclone,2,8.38,0,1,1,0,27.9,high
REQ-10472,landslide,15,8.49,1,1,1,0,5.3,critical
REQ-10473,earthquake,22,9.89,0,1,0,0,23.6,critical
REQ-10474,wildfire,4,4.75,0,1,0,1,68.4,high
REQ-10475,earthquake,8,2.03,0,1,1,1,28.6,critical
REQ-10476,landslide,7,5.51,1,1,1,0,25.6,critical
REQ-10477,cyclone,1,4.39,0,0,1,0,38.7,medium
REQ-10478,landslide,16,8.74,1,0,1,1,27.3,critical
REQ-10479,flood,1,1.94,0,1,1,0,69.0,high
REQ-10480,wildfire,4,5.7,1,0,1,1,29.1,critical
REQ-10481,earthquake,10,1.11,1,1,1,1,7.7,critical
REQ-10482,flood,10,5.92,1,0,1,0,12.7,critical
REQ-10483,tsunami,4,2.05,0,1,0,1,22.3,high
REQ-10484,wildfire,12,9.34,0,0,0,1,26.4,high
REQ-10485,tsunami,6,4.85,0,1,1,1,63.7,critical
REQ-10486,cyclone,272,3.02,1,1,1,0,24.8,critical
REQ-10487,landslide,9,5.06,1,0,0,0,10.6,high
REQ-10488,cyclone,15,9.65,0,0,1,0,58.7,high
REQ-10489,flood,38,6.91,0,1,0,0,9.2,high
REQ-10490,earthquake,1,4.65,0,1,1,1,38.2,critical
REQ-10491,wildfire,4,9.76,0,1,1,1,29.5,critical
REQ-10492,landslide,4,6.96,0,1,1,0,7.3,high
REQ-10493,landslide,1,1.14,1,0,0,0,64.6,high
REQ-10494,wildfire,7,4.78,0,1,1,1,71.7,critical
REQ-10495,wildfire,12,7.57,0,0,1,1,48.1,high
REQ-10496,wildfire,1,2.67,0,1,0,1,48.5,high
REQ-10497,cyclone,4,1.98,0,1,0,0,32.3,medium
REQ-10498,earthquake,8,9.83,0,0,0,0,15.0,medium
REQ-10499,earthquake,3,6.1,0,1,1,1,64.1,critical
REQ-10500,tsunami,12,6.86,0,1,0,0,2.6,high
REQ-10501,landslide,131,4.16,0,0,0,0,28.3,high
REQ-10502,flood,37,6.49,0,0,1,0,0.3,high
REQ-10503,tsunami,4,3.51,1,1,0,1,1.4,critical
REQ-10504,tsunami,4,1.35,0,1,1,0,70.4,high
REQ-10505,wildfire,31,9.15,1,1,1,0,29.7,critical
REQ-10506,tsunami,2,3.77,0,0,1,1,21.4,high
REQ-10507,flood,6,6.97,0,0,1,1,26.4,high
REQ-10508,earthquake,15,1.94,0,0,0,1,67.4,high
REQ-10509,tsunami,5,3.82,1,0,1,0,38.2,critical
REQ-10510,wildfire,14,7.14,0,1,0,1,54.9,critical
REQ-10511,landslide,3,6.94,0,1,0,0,49.7,high
REQ-10512,earthquake,2,1.93,0,1,0,1,66.3,high
REQ-10513,flood,6,4.71,1,1,1,1,49.5,critical
REQ-10514,flood,2,4.0,0,1,1,0,4.3,medium
REQ-10515,flood,2,1.74,1,1,1,0,11.2,critical
REQ-10516,wildfire,7,5.18,0,1,0,0,61.4,high
REQ-10517,tsunami,6,3.08,0,0,1,0,22.1,medium
REQ-10518,tsunami,3,7.1,0,1,0,0,57.9,high
REQ-10519,flood,10,5.66,0,0,1,0,32.0,high
REQ-10520,landslide,15,9.31,1,1,0,1,10.9,critical
REQ-10521,landslide,4,4.19,0,0,1,0,22.7,medium
REQ-10522,flood,4,6.34,0,1,1,0,7.2,high
REQ-10523,cyclone,86,2.35,1,1,1,1,12.6,critical
REQ-10524,earthquake,15,6.41,0,1,0,1,70.0,critical
REQ-10525,wildfire,37,3.03,0,1,1,0,30.7,high
REQ-10526,earthquake,4,8.48,0,0,0,0,37.5,medium
REQ-10527,cyclone,3,5.02,0,0,0,0,35.5,medium
REQ-10528,wildfire,5,9.67,1,1,1,0,56.8,critical
REQ-10529,earthquake,44,3.86,0,1,1,1,40.0,critical
REQ-10530,landslide,8,1.99,1,0,1,0,46.0,high
REQ-10531,earthquake,44,8.48,0,1,1,1,11.1,critical
REQ-10532,tsunami,11,4.48,0,0,1,0,44.9,high
REQ-10533,cyclone,2,5.19,0,1,1,0,29.3,high
REQ-10534,flood,6,5.3,1,0,1,0,22.7,high
REQ-10535,tsunami,49,7.16,0,1,1,1,21.4,critical
REQ-10536,tsunami,34,2.77,1,1,1,1,55.1,critical
REQ-10537,landslide,1,8.76,1,0,0,0,40.5,high
REQ-10538,tsunami,100,4.44,1,0,1,1,40.3,critical
REQ-10539,cyclone,7,9.35,0,0,0,0,34.7,high
REQ-10540,earthquake,22,9.85,1,1,0,1,62.4,critical
REQ-10541,landslide,2,9.14,0,0,1,0,49.1,high
REQ-10542,tsunami,28,1.96,0,0,0,1,60.8,high
REQ-10543,landslide,2,9.68,1,1,0,1,69.8,critical
REQ-10544,flood,4,8.08,0,0,1,0,48.6,high
REQ-10545,earthquake,3,7.84,0,1,1,1,67.1,critical
REQ-10546,tsunami,235,7.71,0,1,1,0,7.9,critical
REQ-10547,landslide,107,5.66,0,1,0,0,14.3,high
REQ-10548,cyclone,7,3.62,0,0,0,1,44.3,high
REQ-10549,wildfire,4,1.66,0,0,0,0,18.6,low
REQ-10550,earthquake,34,6.25,0,1,1,0,47.7,critical
REQ-10551,flood,1,1.7,0,1,1,0,1.3,medium
REQ-10552,earthquake,3,7.41,1,0,0,1,54.6,critical
REQ-10553,tsunami,12,9.86,1,1,0,1,60.2,critical
REQ-10554,earthquake,11,2.58,1,0,0,0,21.2,high
REQ-10555,landslide,1,2.07,0,1,1,0,13.6,medium
REQ-10556,landslide,20,3.3,1,1,1,0,34.5,critical
REQ-10557,flood,48,4.06,0,1,1,1,28.3,critical
REQ-10558,wildfire,4,7.94,0,0,0,1,64.9,high
REQ-10559,earthquake,31,5.63,0,1,1,0,18.1,critical
REQ-10560,flood,29,3.19,0,1,0,0,33.7,high
REQ-10561,tsunami,8,6.12,0,0,1,1,52.1,critical
REQ-10562,cyclone,10,7.18,0,1,0,1,40.4,critical
REQ-10563,flood,11,8.52,1,1,0,1,43.6,critical
REQ-10564,tsunami,6,3.97,0,0,0,0,42.0,medium
REQ-10565,earthquake,186,9.14,0,0,0,0,47.8,critical
REQ-10566,wildfire,2,5.0,1,1,1,0,2.9,critical
REQ-10567,cyclone,6,1.26,0,0,1,0,3.4,medium
REQ-10568,flood,27,2.72,0,0,1,1,32.1,critical
REQ-10569,wildfire,25,4.73,0,1,1,0,24.7,high
REQ-10570,landslide,285,3.95,1,1,0,0,44.7,critical
REQ-10571,wildfire,4,2.59,0,1,1,0,67.2,high
REQ-10572,earthquake,19,5.7,1,0,1,1,49.7,critical
REQ-10573,wildfire,8,1.67,1,0,1,1,35.0,critical
REQ-10574,earthquake,21,6.82,0,1,0,1,8.7,critical
REQ-10575,wildfire,1,1.93,0,0,0,0,14.3,low
REQ-10576,landslide,15,8.48,0,1,0,1,70.6,critical
REQ-10577,tsunami,1,3.25,0,0,0,1,64.4,high
REQ-10578,flood,4,4.53,0,0,0,1,38.7,high
REQ-10579,landslide,107,1.79,0,1,1,0,32.5,critical
REQ-10580,flood,29,1.87,0,1,1,0,10.7,high
REQ-10581,earthquake,13,7.61,1,1,0,0,4.2,critical
REQ-10582,tsunami,195,3.14,1,0,1,1,41.3,critical
REQ-10583,cyclone,34,1.68,1,1,1,1,40.2,critical
REQ-10584,flood,33,4.68,0,1,1,1,38.2,critical
REQ-10585,wildfire,9,3.1,0,0,1,1,61.2,high
REQ-10586,earthquake,2,6.75,0,1,0,0,27.1,high
REQ-10587,cyclone,33,6.93,0,1,1,0,14.4,critical
REQ-10588,landslide,125,2.43,0,1,1,0,15.1,high
REQ-10589,tsunami,2,1.07,1,1,0,0,34.8,critical
REQ-10590,tsunami,1,6.59,1,0,1,0,7.1,high
REQ-10591,landslide,25,3.18,0,1,1,0,45.6,high
REQ-10592,tsunami,4,4.96,1,0,1,0,43.7,critical
REQ-10593,wildfire,166,5.28,0,0,0,1,44.3,critical
REQ-10594,earthquake,15,6.07,0,0,0,0,61.3,high
REQ-10595,landslide,34,9.43,0,0,1,0,29.3,high
REQ-10596,cyclone,1,5.95,0,1,0,1,3.6,high
REQ-10597,wildfire,22,1.03,0,0,1,0,36.9,medium
REQ-10598,flood,3,6.57,0,1,1,0,46.2,high
REQ-10599,flood,47,9.28,0,1,1,0,69.3,critical
REQ-10600,cyclone,1,4.0,0,1,0,0,42.8,high
REQ-10601,earthquake,3,3.49,1,0,0,1,65.0,critical
REQ-10602,wildfire,5,3.59,0,1,1,1,12.1,high
REQ-10603,earthquake,3,6.85,1,0,1,1,48.5,critical
REQ-10604,flood,10,7.68,0,1,0,0,6.9,high
REQ-10605,tsunami,12,6.01,0,0,1,0,54.2,high
REQ-10606,landslide,17,5.34,0,0,0,0,42.6,medium
REQ-10607,wildfire,1,7.27,1,1,1,1,10.1,critical
REQ-10608,wildfire,15,5.78,1,0,1,0,32.0,critical
REQ-10609,wildfire,22,3.75,0,1,1,0,48.3,high
REQ-10610,wildfire,26,8.52,0,0,1,0,34.1,high
REQ-10611,wildfire,3,6.32,0,1,0,1,23.1,high
REQ-10612,wildfire,2,6.27,0,1,1,0,48.7,high
REQ-10613,landslide,2,1.42,0,1,0,0,23.6,medium
REQ-10614,tsunami,52,9.05,1,0,0,0,63.6,critical
REQ-10615,earthquake,122,5.42,0,0,0,1,53.7,critical
REQ-10616,cyclone,9,6.47,0,0,1,0,51.0,high
REQ-10617,cyclone,2,5.34,0,0,1,1,64.3,high
REQ-10618,tsunami,18,7.25,0,1,0,1,51.6,critical
REQ-10619,flood,11,5.41,1,1,1,1,48.5,critical
REQ-10620,wildfire,3,7.24,0,1,0,0,37.0,high
REQ-10621,flood,9,9.47,0,0,1,1,30.1,critical
REQ-10622,flood,21,6.9,0,0,1,0,32.7,high
REQ-10623,cyclone,8,6.09,0,0,0,0,52.2,medium
REQ-10624,flood,1,2.22,0,1,1,1,26.1,high
REQ-10625,cyclone,2,8.23,0,1,1,0,0.8,high
REQ-10626,wildfire,8,8.8,0,0,0,1,40.0,high
REQ-10627,cyclone,2,7.87,0,1,1,0,42.1,high
REQ-10628,wildfire,265,4.14,0,0,0,0,13.8,high
REQ-10629,cyclone,37,5.44,0,0,1,1,38.2,critical
REQ-10630,landslide,15,3.09,1,1,0,0,7.9,critical
REQ-10631,landslide,8,1.44,0,1,0,0,27.5,medium
REQ-10632,wildfire,4,9.46,1,0,1,1,63.3,critical
REQ-10633,wildfire,3,2.78,1,1,0,1,59.8,critical
REQ-10634,tsunami,3,7.06,1,0,0,1,60.7,critical
REQ-10635,tsunami,39,7.57,0,1,1,0,26.0,critical
REQ-10636,earthquake,27,1.39,1,1,0,0,50.5,critical
REQ-10637,wildfire,149,6.36,1,1,0,1,3.8,critical
REQ-10638,wildfire,2,8.88,0,0,0,0,42.7,medium
REQ-10639,wildfire,45,8.5,1,0,0,1,7.9,critical
REQ-10640,earthquake,22,3.74,0,1,0,1,3.4,high
REQ-10641,landslide,15,2.82,1,1,1,0,12.1,critical
REQ-10642,tsunami,4,8.87,1,1,0,1,37.3,critical
REQ-10643,flood,11,8.84,0,1,0,1,6.8,critical
REQ-10644,flood,26,5.87,0,1,0,0,49.3,high
REQ-10645,landslide,6,5.13,1,1,0,0,62.9,critical
REQ-10646,earthquake,34,4.13,0,1,1,0,48.8,critical
REQ-10647,earthquake,11,3.32,0,0,0,0,23.7,medium
REQ-10648,tsunami,19,6.57,0,1,1,1,53.1,critical
REQ-10649,cyclone,2,4.99,1,0,1,1,17.2,critical
REQ-10650,landslide,4,1.9,0,0,1,0,70.2,medium
REQ-10651,flood,25,5.46,0,0,0,1,18.5,high
REQ-10652,cyclone,181,3.2,0,0,0,0,53.2,high
REQ-10653,earthquake,26,4.23,1,0,0,1,22.1,critical
REQ-10654,earthquake,15,9.64,0,0,0,0,53.4,high
REQ-10655,wildfire,16,6.12,0,1,0,0,56.7,high
REQ-10656,wildfire,13,3.97,0,0,1,0,32.9,medium
REQ-10657,earthquake,166,5.43,0,0,1,1,41.0,critical
REQ-10658,wildfire,13,5.11,0,1,1,0,19.2,high
REQ-10659,tsunami,7,9.5,0,0,1,1,23.9,critical
REQ-10660,cyclone,9,4.79,0,1,0,0,42.6,high
REQ-10661,tsunami,46,9.09,1,0,1,1,60.7,critical
REQ-10662,tsunami,4,8.74,0,0,1,0,3.0,high
REQ-10663,flood,1,7.08,1,1,0,0,24.6,critical
REQ-10664,landslide,1,2.67,0,0,1,0,21.7,medium
REQ-10665,tsunami,4,6.49,0,1,0,0,27.4,high
REQ-10666,tsunami,3,7.14,0,0,0,0,17.6,medium
REQ-10667,tsunami,7,6.48,1,0,0,1,50.8,critical
REQ-10668,cyclone,1,3.67,1,1,0,1,52.9,critical
REQ-10669,tsunami,7,4.96,0,1,1,0,25.5,high
REQ-10670,wildfire,2,3.59,1,1,1,1,42.8,critical
REQ-10671,landslide,4,9.89,0,1,1,1,48.4,critical
REQ-10672,tsunami,12,5.77,0,1,1,0,51.0,critical
REQ-10673,wildfire,36,7.51,0,1,0,0,7.1,high
REQ-10674,landslide,1,5.55,1,1,1,1,37.9,critical
REQ-10675,cyclone,13,6.25,0,1,1,1,30.2,critical
REQ-10676,wildfire,2,1.91,1,1,0,0,26.6,high
REQ-10677,flood,2,7.61,0,1,1,0,71.2,high
REQ-10678,cyclone,2,8.57,0,1,1,1,12.3,critical
REQ-10679,flood,157,7.91,0,0,0,0,36.7,high
REQ-10680,cyclone,16,8.46,0,1,1,1,57.0,critical
REQ-10681,cyclone,3,9.58,0,0,1,0,38.5,high
REQ-10682,tsunami,15,5.63,1,0,1,0,1.0,critical
REQ-10683,flood,4,8.07,1,1,1,0,25.7,critical
REQ-10684,cyclone,1,2.86,0,0,1,0,40.7,medium
REQ-10685,cyclone,3,3.14,0,0,1,0,63.8,medium
REQ-10686,earthquake,3,2.78,0,1,1,0,49.2,high
REQ-10687,earthquake,30,8.04,0,1,1,1,28.8,critical
REQ-10688,flood,7,9.75,0,1,1,1,71.9,critical
REQ-10689,cyclone,38,4.59,1,1,0,1,41.6,critical
REQ-10690,flood,44,7.98,0,1,1,0,42.8,critical
REQ-10691,flood,3,6.73,1,1,1,0,65.6,critical
REQ-10692,landslide,8,8.83,0,1,0,1,4.0,high
REQ-10693,flood,1,2.06,0,1,1,1,24.3,high
REQ-10694,cyclone,12,2.74,1,1,1,0,57.4,critical
REQ-10695,earthquake,282,6.62,0,1,1,0,3.2,critical
REQ-10696,tsunami,2,6.3,0,1,0,0,2.5,medium
REQ-10697,cyclone,3,9.07,0,0,0,1,10.0,high
REQ-10698,flood,10,7.01,0,0,1,0,24.7,high
REQ-10699,landslide,6,9.88,0,1,0,0,36.6,high
REQ-10700,flood,27,2.84,0,0,0,1,29.9,high
REQ-10701,earthquake,5,8.49,0,1,0,1,20.7,critical
REQ-10702,cyclone,15,7.23,0,1,0,0,50.2,high
REQ-10703,wildfire,4,5.4,1,0,0,0,70.4,high
REQ-10704,flood,2,3.67,0,0,1,0,29.3,medium
REQ-10705,wildfire,15,1.27,0,1,0,0,27.1,medium
REQ-10706,flood,156,5.38,1,0,1,0,60.1,critical
REQ-10707,wildfire,15,2.61,0,1,0,1,23.7,high
REQ-10708,earthquake,5,3.09,1,0,0,1,42.8,critical
REQ-10709,earthquake,3,3.28,0,0,1,1,29.7,high
REQ-10710,flood,10,5.41,0,1,1,1,44.2,critical
REQ-10711,earthquake,4,1.82,1,0,1,1,66.0,critical
REQ-10712,landslide,1,7.8,0,1,1,0,35.8,high
REQ-10713,landslide,7,1.43,0,1,1,1,38.5,high
REQ-10714,tsunami,36,7.9,1,0,1,0,57.4,critical
REQ-10715,wildfire,33,6.64,0,1,1,1,31.7,critical
REQ-10716,earthquake,50,5.32,0,1,1,1,69.9,critical
REQ-10717,earthquake,4,2.58,0,1,0,0,23.7,medium
REQ-10718,earthquake,12,8.57,1,1,1,1,8.8,critical
REQ-10719,landslide,46,7.9,1,1,1,1,67.1,critical
REQ-10720,tsunami,3,5.93,1,0,1,0,42.4,critical
REQ-10721,earthquake,9,4.99,1,0,0,1,66.9,critical
REQ-10722,wildfire,4,9.41,0,1,0,1,49.7,critical
REQ-10723,flood,32,8.93,0,1,1,1,6.1,critical
REQ-10724,earthquake,2,5.21,0,1,1,0,50.4,high
REQ-10725,flood,76,9.02,1,0,1,1,68.7,critical
REQ-10726,cyclone,4,5.61,1,1,0,1,57.8,critical
REQ-10727,earthquake,198,9.1,0,1,1,0,0.8,critical
REQ-10728,wildfire,18,7.32,1,0,0,0,50.5,critical
REQ-10729,flood,15,3.98,1,1,0,1,13.1,critical
REQ-10730,wildfire,7,2.77,0,1,1,0,33.6,high
REQ-10731,earthquake,4,8.81,0,1,1,0,65.5,critical
REQ-10732,tsunami,4,9.07,1,1,1,0,19.6,critical
REQ-10733,cyclone,15,9.45,0,1,0,1,28.5,critical
REQ-10734,landslide,15,9.77,1,1,1,1,62.1,critical
REQ-10735,tsunami,1,2.18,0,1,0,0,54.7,medium
REQ-10736,cyclone,3,4.61,0,1,0,0,3.2,medium
REQ-10737,wildfire,10,8.7,0,1,0,1,70.5,critical
REQ-10738,landslide,9,4.26,1,0,1,0,53.9,critical
REQ-10739,flood,37,2.57,0,0,0,1,60.7,high
REQ-10740,wildfire,9,6.55,1,0,0,1,21.7,critical
REQ-10741,cyclone,14,8.22,0,1,1,0,42.2,critical
REQ-10742,cyclone,4,1.73,0,1,1,1,69.6,critical
REQ-10743,flood,130,5.7,0,1,1,0,36.7,critical
REQ-10744,wildfire,27,1.11,1,1,1,0,3.1,critical
REQ-10745,flood,4,9.0,1,0,1,1,18.5,critical
REQ-10746,cyclone,32,7.54,0,0,1,1,45.6,critical
REQ-10747,wildfire,13,4.2,1,0,1,0,66.7,high
REQ-10748,cyclone,47,6.64,0,0,1,1,68.0,critical
REQ-10749,cyclone,25,1.79,0,1,0,0,20.8,high
REQ-10750,cyclone,22,8.94,0,1,1,0,56.5,critical
REQ-10751,wildfire,19,7.85,0,1,0,0,45.3,high
REQ-10752,tsunami,9,8.27,1,0,1,0,20.5,critical
REQ-10753,cyclone,4,9.82,0,0,0,0,39.9,high
REQ-10754,tsunami,1,2.63,1,1,1,0,53.2,critical
REQ-10755,tsunami,1,2.28,0,1,1,0,35.9,high
REQ-10756,cyclone,11,8.13,0,0,1,1,3.9,high
REQ-10757,landslide,2,4.81,0,0,1,1,65.9,high
REQ-10758,tsunami,9,5.3,1,0,0,1,28.3,critical
REQ-10759,earthquake,4,1.24,0,1,1,1,13.9,high
REQ-10760,cyclone,30,7.6,0,0,1,1,61.4,critical
REQ-10761,wildfire,2,6.36,1,1,0,0,18.4,critical
REQ-10762,cyclone,4,8.61,1,1,1,1,28.7,critical
REQ-10763,landslide,4,3.82,1,0,1,0,26.5,high
REQ-10764,landslide,13,6.42,1,1,0,0,68.0,critical
REQ-10765,wildfire,44,5.34,0,1,0,0,69.3,critical
REQ-10766,flood,1,6.68,1,0,0,0,10.0,high
REQ-10767,flood,1,7.01,0,0,1,0,10.2,medium
REQ-10768,wildfire,7,4.36,0,0,0,0,68.6,medium
REQ-10769,wildfire,11,5.49,0,0,0,1,71.0,high
REQ-10770,flood,10,1.91,0,1,1,0,33.9,high
REQ-10771,earthquake,2,2.83,0,0,1,1,13.2,high
REQ-10772,cyclone,5,3.65,1,1,1,0,21.3,critical
REQ-10773,cyclone,196,7.45,1,1,1,0,69.1,critical
REQ-10774,cyclone,27,7.68,0,0,1,0,40.1,high
REQ-10775,cyclone,3,9.91,0,1,1,1,39.7,critical
REQ-10776,landslide,31,2.93,1,1,1,1,29.8,critical
REQ-10777,wildfire,2,4.99,1,1,1,0,66.6,critical
REQ-10778,flood,3,2.03,0,0,1,1,63.8,high
REQ-10779,earthquake,21,7.97,0,0,1,0,53.7,high
REQ-10780,wildfire,2,4.36,1,0,0,0,66.4,high
REQ-10781,flood,9,5.33,1,0,1,1,37.9,critical
REQ-10782,flood,5,4.95,0,0,0,1,3.7,medium
REQ-10783,cyclone,11,5.87,1,1,1,0,24.2,critical
REQ-10784,wildfire,4,2.99,1,1,1,1,66.5,critical
REQ-10785,tsunami,13,5.23,1,0,1,1,56.4,critical
REQ-10786,earthquake,1,4.61,0,0,1,0,51.4,high
REQ-10787,wildfire,24,4.86,0,0,1,1,63.1,high
REQ-10788,earthquake,14,3.29,1,1,1,1,54.8,critical
REQ-10789,tsunami,2,7.89,0,1,0,0,35.6,high
REQ-10790,flood,1,2.84,1,0,1,0,52.8,high
REQ-10791,tsunami,15,6.62,0,1,1,1,33.9,critical
REQ-10792,earthquake,12,1.69,0,0,1,0,39.5,high
REQ-10793,cyclone,4,2.62,0,0,0,0,59.3,medium
REQ-10794,tsunami,15,6.36,1,0,0,1,20.5,critical
REQ-10795,cyclone,1,7.38,0,1,0,0,0.7,medium
REQ-10796,flood,8,7.9,0,1,0,0,48.8,high
REQ-10797,earthquake,8,6.4,1,1,0,1,12.8,critical
REQ-10798,tsunami,1,8.37,1,0,0,0,26.0,high
REQ-10799,tsunami,4,1.31,0,0,0,0,66.5,medium
REQ-10800,earthquake,196,6.39,0,1,0,1,65.4,critical
REQ-10801,cyclone,43,9.44,0,1,1,0,41.5,critical
REQ-10802,flood,4,5.3,1,1,0,1,10.4,critical
REQ-10803,cyclone,3,5.93,0,1,0,1,33.5,high
REQ-10804,flood,4,6.89,0,0,0,0,38.7,medium
REQ-10805,landslide,44,4.97,0,0,1,0,12.8,high
REQ-10806,wildfire,1,2.47,1,0,0,0,21.6,high
REQ-10807,flood,15,8.3,0,0,0,1,62.5,high
REQ-10808,tsunami,15,5.95,0,1,0,0,30.8,high
REQ-10809,cyclone,11,5.81,1,0,1,1,18.9,critical
REQ-10810,earthquake,4,7.56,1,1,0,0,10.0,critical
REQ-10811,tsunami,21,6.94,1,0,0,0,4.4,critical
REQ-10812,flood,248,2.03,0,0,0,1,47.1,critical
REQ-10813,landslide,11,9.44,1,1,0,1,54.2,critical
REQ-10814,earthquake,2,7.5,1,0,0,0,42.7,high
REQ-10815,landslide,48,9.12,1,1,1,0,47.7,critical
REQ-10816,landslide,8,1.96,1,0,0,1,19.1,high
REQ-10817,flood,4,2.25,1,1,1,1,37.4,critical
REQ-10818,landslide,43,1.45,0,1,1,0,13.7,high
REQ-10819,tsunami,7,7.69,0,1,1,0,55.4,critical
REQ-10820,tsunami,4,8.49,0,1,0,0,24.1,high
REQ-10821,flood,10,1.39,0,0,1,0,35.4,medium
REQ-10822,tsunami,4,9.22,0,1,0,0,0.4,high
REQ-10823,landslide,37,5.66,1,1,0,0,69.9,critical
REQ-10824,flood,1,4.49,1,1,1,0,2.9,critical
REQ-10825,cyclone,3,4.12,1,0,0,0,4.4,high
REQ-10826,landslide,1,7.49,0,1,1,0,37.1,high
REQ-10827,flood,1,6.91,0,1,0,0,68.4,high
REQ-10828,cyclone,12,2.59,0,1,0,1,40.3,high
REQ-10829,wildfire,9,1.3,1,0,1,1,11.5,high
REQ-10830,cyclone,4,1.83,1,1,1,0,24.1,critical
REQ-10831,wildfire,6,2.2,0,0,0,0,67.1,low
REQ-10832,cyclone,6,8.54,0,1,1,0,40.3,critical
REQ-10833,wildfire,3,9.51,0,1,1,0,65.4,high
REQ-10834,flood,3,7.79,0,0,1,0,57.0,high
REQ-10835,flood,43,9.98,1,0,0,0,33.7,critical
REQ-10836,earthquake,25,9.18,1,0,1,0,24.2,critical
REQ-10837,earthquake,19,5.95,1,1,0,1,5.5,critical
REQ-10838,earthquake,29,7.42,1,1,0,0,60.7,critical
REQ-10839,landslide,2,9.86,1,0,0,0,5.5,high
REQ-10840,flood,3,4.86,0,1,0,1,16.7,high
REQ-10841,wildfire,1,8.81,1,0,0,0,2.4,high
REQ-10842,cyclone,200,3.65,0,1,0,1,60.9,critical
REQ-10843,landslide,8,5.98,0,0,0,0,28.6,medium
REQ-10844,wildfire,28,7.84,1,0,0,1,3.5,critical
REQ-10845,landslide,194,6.4,0,0,1,0,57.4,critical
REQ-10846,earthquake,32,3.73,1,0,0,1,36.8,critical
REQ-10847,flood,1,5.87,0,1,0,1,22.6,high
REQ-10848,cyclone,9,1.26,0,1,0,0,13.7,medium
REQ-10849,wildfire,4,5.43,0,1,0,0,56.9,high
REQ-10850,wildfire,204,1.31,1,0,1,1,69.3,critical
REQ-10851,cyclone,5,6.43,1,1,0,0,66.3,critical
REQ-10852,landslide,166,6.32,0,0,0,0,45.9,high
REQ-10853,earthquake,4,2.69,0,1,0,1,47.5,high
REQ-10854,landslide,12,8.38,0,0,1,0,28.4,high
REQ-10855,landslide,22,4.6,0,1,1,0,70.4,high
REQ-10856,tsunami,23,8.34,0,1,0,1,22.7,critical
REQ-10857,tsunami,8,8.08,1,1,0,0,7.8,critical
REQ-10858,wildfire,4,9.61,0,1,0,0,49.2,high
REQ-10859,cyclone,9,2.02,1,1,1,0,32.6,critical
REQ-10860,cyclone,42,6.24,0,1,1,1,59.8,critical
REQ-10861,flood,4,7.95,0,1,0,1,41.8,critical
REQ-10862,cyclone,1,3.28,1,1,1,0,31.7,critical
REQ-10863,flood,15,4.49,0,0,1,0,2.4,medium
REQ-10864,earthquake,12,9.83,0,1,0,1,53.1,critical
REQ-10865,cyclone,4,5.09,0,0,0,1,58.6,high
REQ-10866,landslide,4,7.1,0,0,1,0,44.9,high
